,EP_PLATFORM_ID,EP_PLATFORM_TYPE,EP_PLATFORM_CODE,EP_PLATFORM_LINK,TIME_QC (1),latitude (degrees_north),longitude (degrees_east),SLEV_QC (1),SLEV_DM,site_code,platform_code,platform_name,pi_name,area,author,source,contributor_name,contributor_url,data_assembly_center,institution_edmo_code,institution_references,institution,wmo_platform_code
94443730,8654,TG,IleDAixTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8654,1,46.00736,-1.17434,1,\u0000,,IleDAixTG,Ile D Aix,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
96446564,8654,TG,IleDAixTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8654,1,46.00736,-1.17434,0,\u0000,,IleDAixTG,Ile D Aix,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
96983239,8654,TG,IleDAixTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8654,1,46.00736,-1.17434,4,\u0000,,IleDAixTG,Ile D Aix,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
96996560,8654,TG,IleDAixTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8654,1,46.00736,-1.17434,3,\u0000,,IleDAixTG,Ile D Aix,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
97954809,8655,TG,IleRousseTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8655,1,42.6396,8.93524,1,\u0000,,IleRousseTG,Ile Rousse,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
99383942,8655,TG,IleRousseTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8655,1,42.6396,8.93524,0,\u0000,,IleRousseTG,Ile Rousse,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
100272384,8655,TG,IleRousseTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8655,1,42.6396,8.93524,3,\u0000,,IleRousseTG,Ile Rousse,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
100442250,8655,TG,IleRousseTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8655,1,42.6396,8.93524,4,\u0000,,IleRousseTG,Ile Rousse,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
101115072,8656,TG,IlesDuSalutTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8656,1,5.25,-52.62,1,\u0000,,IlesDuSalutTG,Iles Du Salut,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
103556540,8656,TG,IlesDuSalutTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8656,1,5.25,-52.62,7,\u0000,,IlesDuSalutTG,Iles Du Salut,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
103926230,8656,TG,IlesDuSalutTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8656,1,5.25,-52.62,0,\u0000,,IlesDuSalutTG,Iles Du Salut,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
103971039,8656,TG,IlesDuSalutTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8656,1,5.25,-52.62,3,\u0000,,IlesDuSalutTG,Iles Du Salut,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
103971045,8656,TG,IlesDuSalutTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8656,1,5.25,-52.62,4,\u0000,,IlesDuSalutTG,Iles Du Salut,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
105019219,368973,TG,KerguelenTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368973,1,-49.35212,70.2191,1,\u0000,,KerguelenTG,Kerguelen,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
105392871,368973,TG,KerguelenTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368973,1,-49.35212,70.2191,3,\u0000,,KerguelenTG,Kerguelen,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
105556050,368973,TG,KerguelenTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368973,1,-49.35212,70.2191,0,\u0000,,KerguelenTG,Kerguelen,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
105825089,368973,TG,KerguelenTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368973,1,-49.35212,70.2191,4,\u0000,,KerguelenTG,Kerguelen,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
106346950,368976,TG,LaDesiradeTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368976,1,16.30289,-61.07248,1,D,,LaDesiradeTG,La Desirade,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
107075743,368976,TG,LaDesiradeTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368976,1,16.30289,-61.07248,1,R,,LaDesiradeTG,La Desirade,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
107473632,8706,TG,LaFigueiretteTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8706,1,43.48353,6.93377,1,\u0000,,LaFigueiretteTG,La Figueirette,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
111038713,8706,TG,LaFigueiretteTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8706,1,43.48353,6.93377,0,\u0000,,LaFigueiretteTG,La Figueirette,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
111499166,8706,TG,LaFigueiretteTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8706,1,43.48353,6.93377,4,\u0000,,LaFigueiretteTG,La Figueirette,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
111653734,8706,TG,LaFigueiretteTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8706,1,43.48353,6.93377,3,\u0000,,LaFigueiretteTG,La Figueirette,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
112589057,8710,TG,LaRochelleTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8710,1,46.1487,-1.2259,1,\u0000,,LaRochelleTG,La Rochelle,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
116497763,8710,TG,LaRochelleTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8710,1,46.1487,-1.2259,0,\u0000,,LaRochelleTG,La Rochelle,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
117001856,8710,TG,LaRochelleTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8710,1,46.1487,-1.2259,4,\u0000,,LaRochelleTG,La Rochelle,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
117152781,8710,TG,LaRochelleTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8710,1,46.1487,-1.2259,3,\u0000,,LaRochelleTG,La Rochelle,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
118286814,368616,TG,LeavaTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368616,1,-14.29602,-178.16023,1,\u0000,,LeavaTG,Leava,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
122917810,368616,TG,LeavaTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368616,1,-14.29602,-178.16023,0,\u0000,,LeavaTG,Leava,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
123372061,368616,TG,LeavaTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368616,1,-14.29602,-178.16023,4,\u0000,,LeavaTG,Leava,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
123824780,368616,TG,LeavaTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368616,1,-14.29602,-178.16023,3,\u0000,,LeavaTG,Leava,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
124676658,8713,TG,LeConquetTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8713,1,48.3593,-4.7809,1,\u0000,,LeConquetTG,Le Conquet,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
126756950,8713,TG,LeConquetTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8713,1,48.3593,-4.7809,0,\u0000,,LeConquetTG,Le Conquet,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
127190937,8713,TG,LeConquetTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8713,1,48.3593,-4.7809,4,\u0000,,LeConquetTG,Le Conquet,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
127738130,8713,TG,LeConquetTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8713,1,48.3593,-4.7809,3,\u0000,,LeConquetTG,Le Conquet,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
128562405,8714,TG,LeCrouestyTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8714,1,47.5429,-2.8954,1,\u0000,,LeCrouestyTG,Le Crouesty,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
129057867,8714,TG,LeCrouestyTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8714,1,47.5429,-2.8954,0,\u0000,,LeCrouestyTG,Le Crouesty,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
129890764,8714,TG,LeCrouestyTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8714,1,47.5429,-2.8954,4,\u0000,,LeCrouestyTG,Le Crouesty,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
130028067,8714,TG,LeCrouestyTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8714,1,47.5429,-2.8954,3,\u0000,,LeCrouestyTG,Le Crouesty,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
130874777,8715,TG,LeHavreTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8715,1,49.4816,0.1056,1,\u0000,,LeHavreTG,Le Havre,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
135217737,8715,TG,LeHavreTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8715,1,49.4816,0.1056,0,\u0000,,LeHavreTG,Le Havre,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
135630081,8715,TG,LeHavreTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8715,1,49.4816,0.1056,4,\u0000,,LeHavreTG,Le Havre,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
136132882,8715,TG,LeHavreTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8715,1,49.4816,0.1056,3,\u0000,,LeHavreTG,Le Havre,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
136954847,372351,TG,LePrecheurTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=372351,1,14.80758,-61.22658,1,\u0000,,LePrecheurTG,Le Precheur,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
136964733,8721,TG,LesSablesDOlonneTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8721,1,46.4975,-1.7938,1,\u0000,,LesSablesDOlonneTG,Sables D Olonne,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
137464762,8721,TG,LesSablesDOlonneTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8721,1,46.4975,-1.7938,0,\u0000,,LesSablesDOlonneTG,Sables D Olonne,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
137892489,8721,TG,LesSablesDOlonneTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8721,1,46.4975,-1.7938,3,\u0000,,LesSablesDOlonneTG,Sables D Olonne,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
137914208,8721,TG,LesSablesDOlonneTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8721,1,46.4975,-1.7938,4,\u0000,,LesSablesDOlonneTG,Sables D Olonne,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
139292233,368619,TG,LifouTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368619,1,-20.91847,167.27869,1,\u0000,,LifouTG,Lifou,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
145105976,368619,TG,LifouTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368619,1,-20.91847,167.27869,0,\u0000,,LifouTG,Lifou,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
145547900,368619,TG,LifouTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368619,1,-20.91847,167.27869,4,\u0000,,LifouTG,Lifou,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
145796375,368619,TG,LifouTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368619,1,-20.91847,167.27869,3,\u0000,,LifouTG,Lifou,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
146857711,368978,TG,MakemoTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368978,1,-16.627,-143.56921,7,\u0000,,MakemoTG,Makemo,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
146857712,368978,TG,MakemoTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368978,1,-16.627,-143.56921,1,\u0000,,MakemoTG,Makemo,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
146918526,368620,TG,MareTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368620,1,-21.5478,167.8771,1,D,,MareTG,Mare,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
151819672,368620,TG,MareTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368620,1,-21.5478,167.8771,1,R,,MareTG,Mare,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
151966005,368620,TG,MareTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368620,1,-21.5478,167.8771,0,R,,MareTG,Mare,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
152344488,368620,TG,MareTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368620,1,-21.5478,167.8771,3,R,,MareTG,Mare,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
152437255,368620,TG,MareTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368620,1,-21.5478,167.8771,4,R,,MareTG,Mare,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
153011927,8745,TG,MarseilleTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8745,1,43.2785,5.3537,1,\u0000,,MarseilleTG,Marseille,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
154058606,8745,TG,MarseilleTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8745,1,43.2785,5.3537,0,\u0000,,MarseilleTG,Marseille,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
154255993,8745,TG,MarseilleTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8745,1,43.2785,5.3537,4,\u0000,,MarseilleTG,Marseille,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
154256899,368623,TG,MataUtuTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368623,1,-13.28466,-176.1685,1,\u0000,,MataUtuTG,Mata Utu,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
157532128,368623,TG,MataUtuTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368623,1,-13.28466,-176.1685,0,\u0000,,MataUtuTG,Mata Utu,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
157918787,368623,TG,MataUtuTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368623,1,-13.28466,-176.1685,4,\u0000,,MataUtuTG,Mata Utu,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
158033597,368623,TG,MataUtuTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368623,1,-13.28466,-176.1685,3,\u0000,,MataUtuTG,Mata Utu,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
159310810,8748,TG,MayotteTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8748,1,-12.78333,45.2583,1,\u0000,,MayotteTG,Mayotte,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
163337499,8748,TG,MayotteTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8748,1,-12.78333,45.2583,0,\u0000,,MayotteTG,Mayotte,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
163696401,8748,TG,MayotteTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8748,1,-12.78333,45.2583,4,\u0000,,MayotteTG,Mayotte,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
164139992,8748,TG,MayotteTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8748,1,-12.78333,45.2583,3,\u0000,,MayotteTG,Mayotte,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
164658813,11346,TG,MimizanTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=11346,1,44.21068,-1.29512,1,\u0000,,MimizanTG,Mimizan,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
165385892,11346,TG,MimizanTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=11346,1,44.21068,-1.29512,0,\u0000,,MimizanTG,Mimizan,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
165792270,11346,TG,MimizanTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=11346,1,44.21068,-1.29512,3,\u0000,,MimizanTG,Mimizan,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
165792276,11346,TG,MimizanTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=11346,1,44.21068,-1.29512,4,\u0000,,MimizanTG,Mimizan,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
167191930,8763,TG,MonacoTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8763,1,43.733,7.4237,1,\u0000,,MonacoTG,Monaco,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
170182441,8763,TG,MonacoTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8763,1,43.733,7.4237,0,\u0000,,MonacoTG,Monaco,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
170594760,8763,TG,MonacoTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8763,1,43.733,7.4237,4,\u0000,,MonacoTG,Monaco,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
171146810,8763,TG,MonacoTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8763,1,43.733,7.4237,3,\u0000,,MonacoTG,Monaco,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
171997134,8785,TG,NiceTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8785,1,43.6956,7.2855,1,\u0000,,NiceTG,Nice,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
172454310,8785,TG,NiceTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8785,1,43.6956,7.2855,0,\u0000,,NiceTG,Nice,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
172833525,8785,TG,NiceTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8785,1,43.6956,7.2855,4,\u0000,,NiceTG,Nice,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
173038583,8785,TG,NiceTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8785,1,43.6956,7.2855,3,\u0000,,NiceTG,Nice,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
174233108,8796,TG,NoumeaNumboTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8796,1,-22.2421,166.4162,1,\u0000,,NoumeaNumboTG,Noumea-Numbo,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
174794113,8796,TG,NoumeaNumboTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8796,1,-22.2421,166.4162,0,\u0000,,NoumeaNumboTG,Noumea-Numbo,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
175208933,8796,TG,NoumeaNumboTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8796,1,-22.2421,166.4162,4,\u0000,,NoumeaNumboTG,Noumea-Numbo,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
175763894,8796,TG,NoumeaNumboTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8796,1,-22.2421,166.4162,3,\u0000,,NoumeaNumboTG,Noumea-Numbo,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
176541712,368979,TG,NukuHivaTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368979,1,-8.9149,-140.09596,1,\u0000,,NukuHivaTG,Nuku Hiva,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
178436379,368979,TG,NukuHivaTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368979,1,-8.9149,-140.09596,3,\u0000,,NukuHivaTG,Nuku Hiva,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
178742463,368979,TG,NukuHivaTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368979,1,-8.9149,-140.09596,4,\u0000,,NukuHivaTG,Nuku Hiva,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
178890830,368979,TG,NukuHivaTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368979,1,-8.9149,-140.09596,0,\u0000,,NukuHivaTG,Nuku Hiva,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
179250716,368630,TG,OuinneTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368630,1,-21.98288,166.68327,1,\u0000,,OuinneTG,Ouinne,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
179280885,368630,TG,OuinneTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368630,1,-21.98288,166.68327,4,\u0000,,OuinneTG,Ouinne,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
184798206,368630,TG,OuinneTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368630,1,-21.98288,166.68327,0,\u0000,,OuinneTG,Ouinne,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
185481427,368630,TG,OuinneTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368630,1,-21.98288,166.68327,3,\u0000,,OuinneTG,Ouinne,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
186554583,368631,TG,OuistrehamTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368631,1,49.27936,-0.24903,1,\u0000,,OuistrehamTG,Ouistreham,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
187391378,368631,TG,OuistrehamTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368631,1,49.27936,-0.24903,0,\u0000,,OuistrehamTG,Ouistreham,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
187886832,368631,TG,OuistrehamTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368631,1,49.27936,-0.24903,3,\u0000,,OuistrehamTG,Ouistreham,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
187886838,368631,TG,OuistrehamTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368631,1,49.27936,-0.24903,4,\u0000,,OuistrehamTG,Ouistreham,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
189240497,368632,TG,OuveaTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368632,1,-20.54982,166.56187,1,\u0000,,OuveaTG,Ouvea,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
190631354,368632,TG,OuveaTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368632,1,-20.54982,166.56187,0,\u0000,,OuveaTG,Ouvea,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
